date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:03	154073/154073	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2008:38:08%20GMT	https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/	/home/magnus/websites/fpas/www.sanfoundry.com/1000-digital-image-processing-questions-answers/index.html	(from )
10:47:03	136/136	---M-Z	200	added ('OK')	text/plain	date:Thu,%2002%20Sep%202021%2015:31:43%20GMT	https://www.sanfoundry.com/robots.txt		(from )
10:47:03	5842/5842	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2008:47:03%20GMT	https://gmpg.org/xfn/11	/home/magnus/websites/fpas/gmpg.org/xfn/11.html	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:05	6323/6323	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Jun%202021%2012:16:09%20GMT	https://www.sanfoundry.com/wp-content/uploads/2021/06/digital-image-processing-mcq-multiple-choice-questions-img.png	/home/magnus/websites/fpas/www.sanfoundry.com/wp-content/uploads/2021/06/digital-image-processing-mcq-multiple-choice-questions-img.png	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:05	154813/154813	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2002:33:23%20GMT	https://www.sanfoundry.com/wp-content/cache/autoptimize/css/autoptimize_73b2d4eea166be45d3d8cc965a2dc00b.css	/home/magnus/websites/fpas/www.sanfoundry.com/wp-content/cache/autoptimize/css/autoptimize_73b2d4eea166be45d3d8cc965a2dc00b.css	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:06	4515/4515	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2011%20May%202023%2008:47:06%20GMT	https://www.sanfoundry.com/xmlrpc.php?rsd	/home/magnus/websites/fpas/www.sanfoundry.com/xmlrpc0db0.php	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:07	10055/10055	---M-Z	200	added ('OK')	application/rss+xml	etag:%223d539599deebb25156d0b9428c11b411-gzip%22	https://www.sanfoundry.com/feed/	/home/magnus/websites/fpas/www.sanfoundry.com/feed/index.html	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:07	1456/1456	---M-Z	200	added ('OK')	application/rss+xml	etag:%220132051f344c44e48afa5ce531fbc5a7-gzip%22	https://www.sanfoundry.com/comments/feed/	/home/magnus/websites/fpas/www.sanfoundry.com/comments/feed/index.html	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:07	1611/1611	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20May%202023%2008:47:07%20GMT	http://fonts.googleapis.com/	/home/magnus/websites/fpas/fonts.googleapis.com/index.html	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
10:47:08	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20May%202023%2008:47:07%20GMT	https://fonts.gstatic.com/	/home/magnus/websites/fpas/fonts.gstatic.com/index.html	(from https://www.sanfoundry.com/1000-digital-image-processing-questions-answers/)
