date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:31	31019/31019	---M-Z	200	added ('OK')	text/html	etag:%22792b-5f71d21b1e3b4-gzip%22	http://www.open3d.org/docs/release/	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/index.html	(from )
12:07:31	79/79	---M-Z	200	added ('OK')	text/plain	date:Sun,%2014%20May%202023%2010:06:40%20GMT	http://www.open3d.org/robots.txt		(from )
12:07:32	354/354	---M-Z	200	added ('OK')	application/javascript	etag:%22162-5f6d19709dd88-gzip%22	http://www.open3d.org/docs/release/_static/documentation_options.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/documentation_options.js	(from http://www.open3d.org/docs/release/)
12:07:33	15414/15414	---M-Z	200	added ('OK')	application/javascript	etag:%223c36-5f6d1970b5488-gzip%22	http://www.open3d.org/docs/release/_static/js/modernizr.min.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/js/modernizr.min.js	(from http://www.open3d.org/docs/release/)
12:07:33	34494/34494	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2286be-5f6d1970b5488%22	http://www.open3d.org/docs/release/_static/open3d_logo.ico	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/open3d_logo.ico	(from http://www.open3d.org/docs/release/)
12:07:33	12140/12140	---M-Z	200	added ('OK')	application/javascript	etag:%222f6c-5f6d1970ba2a8-gzip%22	http://www.open3d.org/docs/release/_static/underscore.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/underscore.js	(from http://www.open3d.org/docs/release/)
12:07:34	9416/9416	---M-Z	200	added ('OK')	application/javascript	etag:%2224c8-5f6d19709dd88-gzip%22	http://www.open3d.org/docs/release/_static/doctools.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/doctools.js	(from http://www.open3d.org/docs/release/)
12:07:34	10847/10847	---M-Z	200	added ('OK')	application/javascript	etag:%222a5f-5f6d1970b5488-gzip%22	http://www.open3d.org/docs/release/_static/language_data.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/language_data.js	(from http://www.open3d.org/docs/release/)
12:07:35	17536/17536	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fbf-4480%22	https://cdnjs.cloudflare.com/ajax/libs/require.js/2.3.4/require.min.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/cdnjs.cloudflare.com/ajax/libs/require.js/2.3.4/require.min.js	(from http://www.open3d.org/docs/release/)
12:07:35	4414/4414	---M-Z	200	added ('OK')	application/javascript	etag:%22113e-5f6d1970b5488-gzip%22	http://www.open3d.org/docs/release/_static/js/theme.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/js/theme.js	(from http://www.open3d.org/docs/release/)
12:07:35	4221/4221	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f1c-107d%22	https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.7/latest.js?config=TeX-AMS-MML_HTMLorMML	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.7/latestdda6.js	(from http://www.open3d.org/docs/release/)
12:07:35	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:%2215d84-5f6d1970b5488-gzip%22	http://www.open3d.org/docs/release/_static/jquery.js	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/jquery.js	(from http://www.open3d.org/docs/release/)
12:07:36	118340/118340	---M-Z	200	added ('OK')	text/css	etag:%221ce44-5f6d19709dd88-gzip%22	http://www.open3d.org/docs/release/_static/css/theme.css	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/css/theme.css	(from http://www.open3d.org/docs/release/)
12:07:36	4846/4846	---M-Z	200	added ('OK')	text/css	etag:%2212ee-5f6d1970b73c8-gzip%22	http://www.open3d.org/docs/release/_static/pygments.css	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/pygments.css	(from http://www.open3d.org/docs/release/)
12:07:36	636/636	---M-Z	200	added ('OK')	text/css	etag:%2227c-5f6d1970ba2a8-gzip%22	http://www.open3d.org/docs/release/_static/theme_overrides.css	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/_static/theme_overrides.css	(from http://www.open3d.org/docs/release/)
12:07:37	507824/507824	---M-Z	200	added ('OK')	text/html	etag:%227bfb0-5f6d19718f0e8-gzip%22	http://www.open3d.org/docs/release/genindex.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/genindex.html	(from http://www.open3d.org/docs/release/)
12:07:37	10503/10503	---M-Z	200	added ('OK')	text/html	etag:%222907-5f6d1971ab608-gzip%22	http://www.open3d.org/docs/release/search.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/search.html	(from http://www.open3d.org/docs/release/)
12:07:37	21301/21301	---M-Z	200	added ('OK')	text/html	etag:%225335-5f6d19718f0e8-gzip%22	http://www.open3d.org/docs/release/introduction.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/introduction.html	(from http://www.open3d.org/docs/release/)
12:07:38	29072/29072	---M-Z	200	added ('OK')	text/html	etag:%227190-5f6d19718f0e8-gzip%22	http://www.open3d.org/docs/release/getting_started.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/getting_started.html	(from http://www.open3d.org/docs/release/)
12:07:38	42521/42521	---M-Z	200	added ('OK')	text/html	etag:%22a619-5f6d1970dd528-gzip%22	http://www.open3d.org/docs/release/compilation.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/compilation.html	(from http://www.open3d.org/docs/release/)
12:07:38	14713/14713	---M-Z	200	added ('OK')	text/html	etag:%223979-5f6d19718d1a8-gzip%22	http://www.open3d.org/docs/release/cpp_project.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/cpp_project.html	(from http://www.open3d.org/docs/release/)
12:07:38	16769/16769	---M-Z	200	added ('OK')	text/html	etag:%224181-5f6d1970dd528-gzip%22	http://www.open3d.org/docs/release/builddocs.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/builddocs.html	(from http://www.open3d.org/docs/release/)
12:07:39	12065/12065	---M-Z	200	added ('OK')	text/html	etag:%222f21-5f6d197194ea8-gzip%22	http://www.open3d.org/docs/release/open3d_ml.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/open3d_ml.html	(from http://www.open3d.org/docs/release/)
12:07:39	26235/26235	---M-Z	200	added ('OK')	text/html	etag:%22667b-5f6d1970dd528-gzip%22	http://www.open3d.org/docs/release/arm.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/arm.html	(from http://www.open3d.org/docs/release/)
12:07:39	29262/29262	---M-Z	200	added ('OK')	text/html	etag:%22724e-5f71d21b1f354-gzip%22	http://www.open3d.org/docs/release/docker.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/docker.html	(from http://www.open3d.org/docs/release/)
12:07:39	24784/24784	---M-Z	200	added ('OK')	text/html	etag:%2260d0-5f6d1971af488-gzip%22	http://www.open3d.org/docs/release/tutorial/geometry/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/geometry/index.html	(from http://www.open3d.org/docs/release/)
12:07:40	14733/14733	---M-Z	200	added ('OK')	text/html	etag:%22398d-5f6d1971ebd48-gzip%22	http://www.open3d.org/docs/release/tutorial/t_geometry/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/t_geometry/index.html	(from http://www.open3d.org/docs/release/)
12:07:40	18756/18756	---M-Z	200	added ('OK')	text/html	etag:%224944-5f6d1971e4fe8-gzip%22	http://www.open3d.org/docs/release/tutorial/pipelines/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/pipelines/index.html	(from http://www.open3d.org/docs/release/)
12:07:40	16753/16753	---M-Z	200	added ('OK')	text/html	etag:%224171-5f6d1971f5988-gzip%22	http://www.open3d.org/docs/release/tutorial/t_pipelines/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/t_pipelines/index.html	(from http://www.open3d.org/docs/release/)
12:07:40	20066/20066	---M-Z	200	added ('OK')	text/html	etag:%224e62-5f6d19721ca88-gzip%22	http://www.open3d.org/docs/release/tutorial/visualization/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/visualization/index.html	(from http://www.open3d.org/docs/release/)
12:07:41	15354/15354	---M-Z	200	added ('OK')	text/html	etag:%223bfa-5f6d1971ac5a8-gzip%22	http://www.open3d.org/docs/release/tutorial/core/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/core/index.html	(from http://www.open3d.org/docs/release/)
12:07:41	177403/177403	---M-Z	200	added ('OK')	text/html	etag:%222b4fb-5f6d1971ad548-gzip%22	http://www.open3d.org/docs/release/tutorial/data/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/data/index.html	(from http://www.open3d.org/docs/release/)
12:07:41	17023/17023	---M-Z	200	added ('OK')	text/html	etag:%22427f-5f6d1971ebd48-gzip%22	http://www.open3d.org/docs/release/tutorial/reconstruction_system/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/reconstruction_system/index.html	(from http://www.open3d.org/docs/release/)
12:07:42	24483/24483	---M-Z	200	added ('OK')	text/html	etag:%225fa3-5f6d19721bae8-gzip%22	http://www.open3d.org/docs/release/tutorial/t_reconstruction_system/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/t_reconstruction_system/index.html	(from http://www.open3d.org/docs/release/)
12:07:42	14922/14922	---M-Z	200	added ('OK')	text/html	etag:%223a4a-5f6d1971ebd48-gzip%22	http://www.open3d.org/docs/release/tutorial/sensor/index.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/sensor/index.html	(from http://www.open3d.org/docs/release/)
12:07:42	18712/18712	---M-Z	200	added ('OK')	text/html	etag:%224918-5f6d1971ebd48-gzip%22	http://www.open3d.org/docs/release/tutorial/reference.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/tutorial/reference.html	(from http://www.open3d.org/docs/release/)
12:07:42	14963/14963	---M-Z	200	added ('OK')	text/html	etag:%223a73-5f6d1970dd528-gzip%22	http://www.open3d.org/docs/release/contribute/contribute.html	C:/Users/larsd/OneDrive%20-%20Danmarks%20Tekniske%20Universitet/DTU/Kandidat%204.%20Semester/34759%20Perception%20for%20Autonomous%20Systems/Documentation/Open3d_Documentation/www.open3d.org/docs/release/contribute/contribute.html	(from http://www.open3d.org/docs/release/)
