date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:45:00	312631/312631	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4c537%22	https://scikit-learn.org/stable/modules/classes.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/classes.html	(from )
12:45:00	5232/5232	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264556a8c-247b%22	https://scikit-learn.org/robots.txt		(from )
12:45:00	5468/5468	---M--	200	added ('OK')	image/png	etag:%22645b7f70-155c%22	https://scikit-learn.org/stable/_static/scikit-learn-logo-small.png	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/scikit-learn-logo-small.png	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:00	155712/155712	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-26040%22	https://scikit-learn.org/stable/_static/css/vendor/bootstrap.min.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/css/vendor/bootstrap.min.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:01	4846/4846	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-12ee%22	https://scikit-learn.org/stable/_static/pygments.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/pygments.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:01	25053/25053	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-61dd%22	https://scikit-learn.org/stable/_static/css/theme.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/css/theme.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:01	318/318	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-13e%22	https://scikit-learn.org/stable/_static/plot_directive.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/plot_directive.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:01	9530/9530	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-253a%22	https://scikit-learn.org/stable/_static/sg_gallery.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/sg_gallery.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:01	101/101	---M--	200	added ('OK')	text/css	etag:%22645b7f70-65%22	https://scikit-learn.org/stable/_static/sg_gallery-binder.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/sg_gallery-binder.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:02	1137/1137	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-471%22	https://scikit-learn.org/stable/_static/sg_gallery-dataframe.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/sg_gallery-dataframe.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:02	4330/4330	---M-Z	200	added ('OK')	text/css	etag:W/%22645b7f70-10ea%22	https://scikit-learn.org/stable/_static/sg_gallery-rendered-html.css	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/sg_gallery-rendered-html.css	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:02	421/421	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b7f70-1a5%22	https://scikit-learn.org/stable/_static/documentation_options.js	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/documentation_options.js	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:03	72818/72818	---M-Z	200	added ('OK')	application/javascript	etag:W/%22645b7f70-11c72%22	https://scikit-learn.org/stable/_static/js/vendor/jquery-3.6.3.slim.min.js	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/_static/js/vendor/jquery-3.6.3.slim.min.js	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:03	21368/21368	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5378%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.BaseEstimator.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.BaseEstimator.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:03	22740/22740	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-58d4%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.BiclusterMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.BiclusterMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:03	17422/17422	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-440e%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:04	16899/16899	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4203%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.ClusterMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.ClusterMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:04	16773/16773	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4185%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.DensityMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.DensityMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:04	19868/19868	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4d9c%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.RegressorMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.RegressorMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:04	23139/23139	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5a63%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.TransformerMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.TransformerMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:05	18347/18347	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-47ab%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.OneToOneFeatureMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.OneToOneFeatureMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:05	18637/18637	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-48cd%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.ClassNamePrefixFeaturesOutMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.ClassNamePrefixFeaturesOutMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:06	31021/31021	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-792d%22	https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectorMixin.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectorMixin.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:06	16515/16515	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4083%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.clone.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.clone.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:06	15117/15117	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-3b0d%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.is_classifier.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.is_classifier.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:07	15123/15123	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-3b13%22	https://scikit-learn.org/stable/modules/generated/sklearn.base.is_regressor.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.base.is_regressor.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:07	24999/24999	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-61a7%22	https://scikit-learn.org/stable/modules/generated/sklearn.config_context.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.config_context.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:07	15685/15685	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-3d45%22	https://scikit-learn.org/stable/modules/generated/sklearn.get_config.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.get_config.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:07	24113/24113	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5e31%22	https://scikit-learn.org/stable/modules/generated/sklearn.set_config.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.set_config.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:08	14469/14469	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-3885%22	https://scikit-learn.org/stable/modules/generated/sklearn.show_versions.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.show_versions.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:08	40881/40881	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-9fb1%22	https://scikit-learn.org/stable/modules/calibration.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/calibration.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:08	53749/53749	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-d1f5%22	https://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html	(from https://scikit-learn.org/stable/modules/classes.html)
12:45:08	21750/21750	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-54f6%22	https://scikit-learn.org/stable/modules/generated/sklearn.calibration.calibration_curve.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-API/scikit-learn.org/stable/modules/generated/sklearn.calibration.calibration_curve.html	(from https://scikit-learn.org/stable/modules/classes.html)
